Start,End,Cycle,Line,Equipment,Part,Parameter,Expected_value_min,Expected_value_max,Value,Date
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,120.58,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,123.26,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,114.46,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,74.38,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,100.54,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,8.99,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,48.61,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,121.36,NULL
8:00:00 PM,10:00:00 PM,19,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,124.72,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,10.6,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,998.07,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,16.2,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,100.38,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,105.49,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,6.5,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,150.07,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,137.14,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.4,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,152.61,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,146.76,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.7,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,122.4,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,122.01,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,80.04,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,120.68,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,105.71,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,13.85,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,104.71,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,118.53,NULL
10:00:00 PM,12:00:00 AM,20,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,122.34,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,9.15,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1322.41,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,7.82,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,108.84,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,102.89,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,12.16,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,151.76,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,141.53,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,3.01,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,155.32,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,142.84,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.31,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,120.08,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,119.8,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,117.94,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,69.97,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,105.26,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,13.73,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,56.43,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,115.45,NULL
12:00:00 AM,2:00:00 AM,21,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,119.82,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,10.53,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1759.95,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,4.26,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,104.18,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,100.63,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,6.58,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,150.28,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,142.96,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.38,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,145.91,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,134.74,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.32,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,120.35,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,120.31,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,67.11,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,100.93,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,100.85,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,13.94,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,49.19,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,120.77,NULL
2:00:00 AM,4:00:00 AM,22,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,121.29,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,13.27,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,2002.42,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,2.17,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,103.11,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,102.21,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,5.5,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,151.12,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,139.31,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.37,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,153.73,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,133.04,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.33,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,123.18,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,119.48,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,92.69,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,117.94,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,102.57,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,6.65,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,103.81,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,117.04,NULL
4:00:00 AM,6:00:00 AM,23,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,117.81,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,9.66,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,2000.74,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,2.35,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,101.07,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,106.19,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,10.48,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,151.9,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,144.82,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.36,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,147.06,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,145.75,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.34,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,117.12,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,124.34,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,104.06,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,100.61,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,104.49,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,13.66,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,44.75,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,116.79,NULL
6:00:00 AM,8:00:00 AM,24,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,120.88,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,11.84,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,2001.6,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,4.26,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,102.71,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,101.83,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,9.66,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,151.62,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,140.13,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,3.05,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,155.73,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,133.77,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.35,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,124.24,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,124.37,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,86.97,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,78.84,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,108.64,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,13.99,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,73.52,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,124.94,NULL
8:00:00 AM,10:00:00 AM,25,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,115.61,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,13.31,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,998.18,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,16.49,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,107.57,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,103.77,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,5.54,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,151.9,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,144.01,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.34,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,146.22,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,133.44,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.64,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,117.3,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,117.1,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,95.66,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,117.44,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,107.92,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,9.76,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,113.12,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,118.47,NULL
10:00:00 AM,12:00:00 PM,26,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,120.85,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,10.35,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,997.22,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,2.21,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,103.94,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,107.17,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,6.89,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,152.16,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,141.73,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.33,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,155.21,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,134.25,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.37,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,119.17,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,121.94,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,97.82,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,73.8,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,106.16,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,8.25,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,122.41,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,124.86,NULL
12:00:00 PM,2:00:00 PM,27,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,115.03,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,10.9,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,2000.79,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,12.06,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,108.58,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,103.28,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,10.58,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,152.84,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,138.11,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.32,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,154.39,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,146.66,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.62,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,115.39,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,117.82,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,75.05,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,84.81,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,108.6,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,7.56,NULL
